MSMEG_0001	-2.76	-4.25	-2.1	-1.1
MSMEG_0002	-5.1	-4.25	-5.8	-5.4
MSMEG_0003	-3.46	-1.55	-5.5	-3.2
MSMEG_0004	-4.16	-1.55	-6.05	-5.6
MSMEG_0005	-2.06	-2.1	0.0	-6.1
MSMEG_0006	-4.14	-4.95	-3.85	-3.1
MSMEG_0007	-2.58	-3.45	-2.65	-0.7
MSMEG_0009	-4.98	-4.55	-3.25	-9.3
MSMEG_0011	-4.28	-3.75	-6.65	-0.6
MSMEG_0012	-4.36	-1.85	-4.35	-9.4
MSMEG_0014	-7.02	-8.6	-5.15	-7.6
MSMEG_0015	-2.64	-4.2	-1.9	-1.0
MSMEG_0016	-3.32	-2.5	-3.3	-5.0
MSMEG_0017	-6.2	-2.85	-7.8	-9.7
MSMEG_0018	-2.2	-1.35	-3.45	-1.4
MSMEG_0019	-8.62	-7.1	-10.05	-8.8
MSMEG_0020	-4.46	-1.9	-5.65	-7.2
MSMEG_0021	-2.44	-0.65	-1.45	-8.0
MSMEG_0022	-5.66	-4.75	-7.0	-4.8
MSMEG_0023	-4.72	-4.4	-6.6	-1.6
MSMEG_0024	-4.78	-4.1	-6.6	-2.5
MSMEG_0025	-3.64	-6.45	-2.5	-0.3
MSMEG_0026	-1.72	-0.95	-2.15	-2.4
MSMEG_0027	-2.1	-4.0	-0.6	-1.3
MSMEG_0028	-7.2	-9.45	-6.65	-3.8
MSMEG_0029	-2.62	-0.5	-3.6	-4.9
MSMEG_0030	-1.94	-0.15	-3.75	-1.9
MSMEG_0031	-4.02	-4.55	-3.7	-3.6
MSMEG_0032	-4.34	-6.6	-3.55	-1.4
MSMEG_0033	-1.52	-1.65	-0.7	-2.9
MSMEG_0034	-3.86	-3.8	-4.0	-3.7
MSMEG_0035	-3.18	-2.95	-5.0	0.0
MSMEG_0036	-2.44	-1.8	-3.4	-1.8
MSMEG_0039	-4.3	-5.4	-4.35	-2.0
MSMEG_0040	-1.2	-0.65	-1.85	-1.0
MSMEG_0041	-1.42	-1.4	-1.15	-2.0
MSMEG_0042	-1.34	-1.25	-1.7	-0.8
MSMEG_0043	-1.68	-2.9	-0.85	-0.9
MSMEG_0044	-2.84	-1.65	-3.05	-4.8
MSMEG_0045	-3.36	-7.7	-0.5	-0.4
MSMEG_0046	-1.98	-1.15	-2.3	-3.0
MSMEG_0047	-3.0	-1.9	-4.0	-3.2
MSMEG_0048	-6.08	-5.4	-8.85	-1.9
MSMEG_0049	-4.68	-2.55	-6.4	-5.5
MSMEG_0050	-6.98	-5.75	-7.55	-8.3
MSMEG_0051	-1.84	-0.25	-2.45	-3.8
MSMEG_0052	-1.58	-0.6	-1.4	-3.9
MSMEG_0053	-2.54	-0.2	-4.55	-3.2
MSMEG_0054	-3.44	-4.4	-2.05	-4.3
MSMEG_0055	-2.06	-1.55	-2.75	-1.7
MSMEG_0056	-3.36	0.0	-5.65	-5.5
MSMEG_0057	-1.24	-1.35	-1.75	0.0
MSMEG_0058	-1.32	-0.6	-2.55	-0.3
MSMEG_0059	-2.36	-1.6	-2.05	-4.5
MSMEG_0060	-3.32	0.0	-6.1	-4.4
MSMEG_0061	-2.22	-2.3	-2.8	-0.9
MSMEG_0062	-2.46	-1.25	-4.9	0.0
MSMEG_0063	-1.3	-0.05	-1.25	-3.9
MSMEG_0064	-2.9	0.0	-3.35	-7.8
MSMEG_0065	-0.96	-1.65	-0.25	-1.0
MSMEG_0066	-3.44	-3.45	-3.45	-3.4
MSMEG_0067	-3.48	-4.5	-3.45	-1.5
MSMEG_0068	-3.54	-4.45	-3.95	-0.9
MSMEG_0069	-0.44	-0.2	-0.55	-0.7
MSMEG_0070	-1.96	-1.35	-2.05	-3.0
MSMEG_0071	-1.8	-2.95	-1.55	0.0
MSMEG_0072	-3.64	-5.1	-3.95	-0.1
MSMEG_0073	-3.42	-3.35	-3.65	-3.1
MSMEG_0074	-4.8	-6.15	-5.15	-1.4
MSMEG_0075	-1.8	-2.95	-1.55	0.0
MSMEG_0076	-2.3	-0.75	-4.3	-1.4
MSMEG_0077	-0.02	-0.05	0.0	0.0
MSMEG_0078	-1.52	-1.1	-2.7	0.0
MSMEG_0079	-2.28	-2.05	-1.85	-3.6
MSMEG_0080	-2.64	-2.0	-2.95	-3.3
MSMEG_0081	-2.22	-2.25	-3.3	0.0
MSMEG_0082	-2.14	0.0	-3.15	-4.4
MSMEG_0083	-3.54	-0.95	-5.6	-4.6
MSMEG_0084	-2.3	0.0	-2.95	-5.6
MSMEG_0085	-2.7	-0.4	-5.2	-2.3
MSMEG_0086	-1.7	-1.35	-2.45	-0.9
MSMEG_0087	-1.04	-0.5	-1.75	-0.7
MSMEG_0088	-3.96	-3.8	-5.35	-1.5
MSMEG_0089	-4.16	-3.85	-5.05	-3.0
MSMEG_0090	-3.9	-5.3	-3.35	-2.2
MSMEG_0091	-2.6	-1.8	-3.45	-2.5
MSMEG_0092	-3.76	-4.35	-1.45	-7.2
MSMEG_0093	-2.06	-2.55	-1.4	-2.4
MSMEG_0094	-5.52	-5.0	-5.3	-7.0
MSMEG_0095	-2.82	-0.75	-3.2	-6.2
MSMEG_0096	-3.44	-3.1	-3.25	-4.5
MSMEG_0097	-2.04	-3.05	-2.05	0.0
MSMEG_0098	-2.96	-1.05	-5.15	-2.4
MSMEG_0099	-2.3	-2.05	-2.6	-2.2
MSMEG_0100	-2.96	-2.05	-3.55	-3.6
MSMEG_0101	-1.76	-4.2	0.0	-0.4
MSMEG_0102	-3.36	-5.35	-2.45	-1.2
MSMEG_0103	-3.28	-3.1	-3.7	-2.8
MSMEG_0104	-2.06	-2.15	-0.9	-4.2
MSMEG_0105	-0.72	-1.15	-0.65	0.0
MSMEG_0106	-3.66	-1.9	-6.25	-2.0
MSMEG_0107	-2.24	-1.85	-3.25	-1.0
MSMEG_0108	-1.1	-1.4	-1.35	0.0
MSMEG_0109	-0.9	-1.5	-0.75	0.0
MSMEG_0110	-1.6	-3.35	-0.25	-0.8
MSMEG_0111	-2.46	-2.7	-1.9	-3.1
MSMEG_0112	-4.74	-3.35	-5.15	-6.7
MSMEG_0113	-2.88	-0.35	-3.6	-6.5
MSMEG_0114	-2.6	-2.85	-0.6	-6.1
MSMEG_0115	-4.7	-3.9	-5.4	-4.9
MSMEG_0116	-3.04	-2.15	-1.6	-7.7
MSMEG_0117	-1.82	-0.85	-3.15	-1.1
MSMEG_0118	-5.84	-8.45	-3.95	-4.4
MSMEG_0119	-1.92	-0.65	-2.2	-3.9
MSMEG_0120	-3.88	-3.55	-3.85	-4.6
MSMEG_0121	-1.58	-0.95	-1.55	-2.9
MSMEG_0122	-3.1	-3.25	-3.95	-1.1
MSMEG_0123	-1.02	-0.25	-1.3	-2.0
MSMEG_0124	-3.08	-5.25	-2.35	-0.2
MSMEG_0125	-5.0	-6.6	-5.7	-0.4
MSMEG_0126	-3.58	-6.4	-2.3	-0.5
MSMEG_0127	-0.7	0.0	-1.55	-0.4
MSMEG_0128	-3.54	-3.3	-2.6	-5.9
MSMEG_0129	-1.9	0.0	-4.1	-1.3
MSMEG_0130	-5.84	-2.95	-8.45	-6.4
MSMEG_0131	-1.48	-1.05	-1.3	-2.7
MSMEG_0132	-2.82	-0.55	-4.65	-3.7
MSMEG_0133	-0.7	-0.55	-1.2	0.0
MSMEG_0134	-1.4	-1.2	-1.3	-2.0
MSMEG_0135	-4.3	-4.45	-2.4	-7.8
MSMEG_0136	-0.96	-0.95	-0.65	-1.6
MSMEG_0137	-2.98	-3.35	-1.45	-5.3
MSMEG_0138	-1.38	-2.0	-0.75	-1.4
MSMEG_0139	-0.08	0.0	0.0	-0.4
MSMEG_0140	-3.3	-2.85	-3.35	-4.1
MSMEG_0141	-4.88	-3.1	-4.85	-8.5
MSMEG_0142	-3.34	-2.4	-4.35	-3.2
MSMEG_0143	-3.22	-4.3	-2.95	-1.6
MSMEG_0144	-2.38	-1.45	-2.55	-3.9
MSMEG_0145	-3.1	-2.25	-4.4	-2.2
MSMEG_0146	-2.76	-1.8	-3.85	-2.5
MSMEG_0147	-4.16	-5.45	-3.9	-2.1
MSMEG_0148	-1.04	-1.0	-1.6	0.0
MSMEG_0149	-0.96	-0.85	-1.55	0.0
MSMEG_0150	-4.64	-1.8	-5.65	-8.3
MSMEG_0151	-2.48	-3.5	-2.25	-0.9
MSMEG_0152	-2.16	-0.75	-2.7	-3.9
MSMEG_0153	-2.44	-2.6	-0.75	-5.5
MSMEG_0154	-2.1	-0.6	-2.75	-3.8
MSMEG_0155	-1.56	-0.75	-1.85	-2.6
MSMEG_0156	-1.56	-1.3	-0.15	-4.9
MSMEG_0157	-1.06	-2.65	0.0	0.0
MSMEG_0158	-2.58	-0.2	-3.3	-5.9
MSMEG_0159	-3.74	-1.3	-5.25	-5.6
MSMEG_0160	-4.62	-1.4	-4.3	-11.7
MSMEG_0161	-2.28	-1.25	-2.5	-3.9
MSMEG_0162	-4.98	-2.1	-9.1	-2.5
MSMEG_0163	-3.24	-1.45	-6.25	-0.8
MSMEG_0164	-1.18	0.0	-2.0	-1.9
MSMEG_0165	-4.66	-1.6	-7.85	-4.4
MSMEG_0166	-3.44	-1.2	-5.25	-4.3
MSMEG_0167	-3.52	-1.25	-3.1	-8.9
MSMEG_0168	-1.88	-2.75	-0.8	-2.3
MSMEG_0169	-3.98	-4.45	-2.45	-6.1
MSMEG_0170	-4.16	-4.1	-4.45	-3.7
MSMEG_0171	-3.6	-2.6	-4.2	-4.4
MSMEG_0172	-2.72	-1.75	-2.2	-5.7
MSMEG_0173	-3.36	-5.3	-3.05	-0.1
MSMEG_0174	-4.14	-2.35	-4.15	-7.7
MSMEG_0175	-1.7	-0.3	-2.95	-2.0
MSMEG_0176	-3.98	-3.55	-4.4	-4.0
MSMEG_0177	-3.76	-2.6	-4.4	-4.8
MSMEG_0178	-0.78	-0.5	-1.0	-0.9
MSMEG_0179	-3.78	-2.15	-4.6	-5.4
MSMEG_0180	-1.52	-1.65	-1.8	-0.7
MSMEG_0181	-1.3	-2.8	-0.45	0.0
MSMEG_0182	-2.5	-2.9	-1.6	-3.5
MSMEG_0183	-4.88	-6.35	-4.85	-2.0
MSMEG_0184	-3.56	-5.05	-3.45	-0.8
MSMEG_0185	-1.92	-0.55	-1.0	-6.5
MSMEG_0186	-3.7	-5.7	-2.25	-2.6
MSMEG_0187	-3.38	-3.8	-1.7	-5.9
MSMEG_0188	-2.92	-0.7	-4.65	-3.9
MSMEG_0189	-3.02	-1.95	-4.15	-2.9
MSMEG_0190	-4.14	-4.1	-5.2	-2.1
MSMEG_0191	-1.72	-1.15	-1.05	-4.2
MSMEG_0192	-1.56	-0.45	-0.75	-5.4
MSMEG_0193	-4.16	-3.1	-2.25	-10.1
MSMEG_0194	-3.94	-3.0	-4.0	-5.7
MSMEG_0195	-6.0	-5.95	-5.7	-6.7
MSMEG_0196	-3.16	-2.6	-3.5	-3.6
MSMEG_0197	-3.76	-2.4	-5.35	-3.3
MSMEG_0198	-1.16	-2.85	0.0	-0.1
MSMEG_0200	-1.74	-2.6	-0.45	-2.6
MSMEG_0201	-0.96	-1.35	0.0	-2.1
MSMEG_0202	-4.4	-3.9	-3.35	-7.5
MSMEG_0203	-2.98	-2.25	-3.6	-3.2
MSMEG_0204	-2.64	-0.7	-5.25	-1.3
MSMEG_0205	-2.2	-1.65	-1.65	-4.4
MSMEG_0206	-2.42	-2.2	-2.2	-3.3
MSMEG_0207	-3.38	-4.0	-4.4	-0.1
MSMEG_0208	-2.92	-2.45	-3.9	-1.9
MSMEG_0209	-3.56	-3.65	-5.25	0.0
MSMEG_0210	-1.92	-1.3	-3.5	0.0
MSMEG_0211	-2.0	-0.65	-4.35	0.0
MSMEG_0212	-2.42	-0.35	-4.65	-2.1
MSMEG_0213	-1.54	-0.55	-2.65	-1.3
MSMEG_0214	-3.44	-4.0	-1.6	-6.0
MSMEG_0215	-3.14	-2.35	-5.1	-0.8
MSMEG_0216	-2.3	-0.55	-2.25	-5.9
MSMEG_0217	-1.16	0.0	-1.8	-2.2
MSMEG_0218	-2.1	-5.2	0.0	-0.1
MSMEG_0219	-3.52	-3.85	-4.95	0.0
MSMEG_0220	-3.82	-5.3	-2.4	-3.7
MSMEG_0221	-1.74	-1.6	-2.0	-1.5
MSMEG_0222	-4.02	-3.95	-4.5	-3.2
MSMEG_0223	-2.22	-2.3	-3.25	0.0
